#location service enabled;location service intializing;location updated;userheading updated;location provider;location provider class;time device [utc];time location [utc];latitude;longitude;accuracy [m];user heading [�];device orientation [�];speed [km/h];has gps fix;satellites used;satellites in view
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163531.248;20180524-163532.000;33.647084;-117.842162;3;282.6;303.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163531.751;20180524-163533.000;33.647084;-117.842162;3;281.1;319.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163532.252;20180524-163533.000;33.647084;-117.842162;3;281.1;287;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163532.771;20180524-163534.000;33.647084;-117.842162;3;281.2;317.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163533.268;20180524-163534.000;33.647084;-117.842162;3;281.2;298.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163533.771;20180524-163535.000;33.647084;-117.842162;3;281.4;314.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163534.272;20180524-163535.000;33.647084;-117.842162;3;281.4;300.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163534.753;20180524-163536.000;33.647084;-117.842162;3;278.2;325.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163535.255;20180524-163536.000;33.647084;-117.842162;3;278.2;301.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163535.753;20180524-163537.000;33.647084;-117.842162;3;279.8;335.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163536.258;20180524-163537.000;33.647084;-117.842162;3;279.8;307.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163536.756;20180524-163538.000;33.647084;-117.842162;3;281.6;331.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163537.259;20180524-163538.000;33.647084;-117.842162;3;281.6;307;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163537.766;20180524-163539.000;33.647084;-117.842162;3;284;331.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163538.257;20180524-163539.000;33.647084;-117.842162;3;284;298.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163538.754;20180524-163540.000;33.647084;-117.842162;3;283;320.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163539.261;20180524-163540.000;33.647084;-117.842162;3;283;301.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163539.761;20180524-163541.000;33.647084;-117.842162;3;284;322.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163540.264;20180524-163541.000;33.647084;-117.842162;3;284;295.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163540.779;20180524-163542.000;33.647084;-117.842162;3;282.9;344.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163541.281;20180524-163542.000;33.647084;-117.842162;3;282.9;298.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163541.781;20180524-163543.000;33.647084;-117.842162;3;282.6;317.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163542.285;20180524-163543.000;33.647084;-117.842162;3;282.6;314.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163542.760;20180524-163544.000;33.647084;-117.842162;3;284;301.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163543.268;20180524-163544.000;33.647084;-117.842162;3;284;295.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163543.784;20180524-163545.000;33.647084;-117.842162;3;283.7;314;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163544.284;20180524-163545.000;33.647084;-117.842162;3;283.7;320.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163544.787;20180524-163546.000;33.647084;-117.842162;3;283.7;316.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163545.289;20180524-163546.000;33.647084;-117.842162;3;283.7;289.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163545.785;20180524-163547.000;33.647084;-117.842162;3;284.7;320.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163546.288;20180524-163547.000;33.647084;-117.842162;3;284.7;213.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163546.770;20180524-163548.000;33.647084;-117.842162;3;288.7;257.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163547.285;20180524-163548.000;33.647084;-117.842162;3;288.7;246.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163547.772;20180524-163549.000;33.647084;-117.842162;3;289.9;46;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163548.270;20180524-163549.000;33.647084;-117.842162;3;289.9;244.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163548.772;20180524-163550.000;33.647084;-117.842162;3;291.1;30.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163549.276;20180524-163550.000;33.647084;-117.842162;3;291.1;315.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163549.776;20180524-163551.000;33.647084;-117.842162;3;291;343.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163550.278;20180524-163551.000;33.647084;-117.842162;3;291;299.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163550.781;20180524-163552.000;33.647084;-117.842162;3;287;334.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163551.296;20180524-163552.000;33.647084;-117.842162;3;287;286.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163551.799;20180524-163553.000;33.647084;-117.842162;3;285.1;345.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163552.281;20180524-163553.000;33.647084;-117.842162;3;285.1;262;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163552.783;20180524-163554.000;33.647084;-117.842162;3;283.1;135.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163553.298;20180524-163554.000;33.647084;-117.842162;3;283.1;52.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163553.798;20180524-163555.000;33.647084;-117.842162;3;285.8;268.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163554.301;20180524-163555.000;33.647084;-117.842162;3;285.8;242.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163554.800;20180524-163556.000;33.647084;-117.842162;3;289.4;261.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163555.298;20180524-163556.000;33.647084;-117.842162;3;289.4;248;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163555.801;20180524-163557.000;33.647084;-117.842162;3;289.4;274.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163556.304;20180524-163557.000;33.647084;-117.842162;3;289.4;330.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163556.806;20180524-163558.000;33.647084;-117.842162;3;291.7;205.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163557.305;20180524-163558.000;33.647084;-117.842162;3;291.7;350.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163557.807;20180524-163559.000;33.647084;-117.842162;3;295.1;233.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163558.310;20180524-163559.000;33.647084;-117.842162;3;295.1;60;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163558.807;20180524-163600.000;33.647084;-117.842162;3;294.2;265.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163559.310;20180524-163600.000;33.647084;-117.842162;3;294.2;114.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163559.809;20180524-163601.000;33.647084;-117.842162;3;292.3;129.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163600.308;20180524-163601.000;33.647084;-117.842162;3;292.3;132.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163600.809;20180524-163602.000;33.647084;-117.842162;3;290.8;123.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163601.313;20180524-163602.000;33.647084;-117.842162;3;290.8;325.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163601.794;20180524-163603.000;33.647084;-117.842162;3;290.2;291.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163602.296;20180524-163603.000;33.647084;-117.842162;3;290.2;312.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163602.798;20180524-163604.000;33.647084;-117.842162;3;285.3;333.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163603.297;20180524-163604.000;33.647084;-117.842162;3;285.3;313.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163603.798;20180524-163605.000;33.647084;-117.842162;3;281;314.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163604.299;20180524-163605.000;33.647084;-117.842162;3;281;275.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163604.798;20180524-163606.000;33.647084;-117.842162;3;280.1;228;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163605.300;20180524-163606.000;33.647084;-117.842162;3;280.1;169.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163605.800;20180524-163607.000;33.647084;-117.842162;3;278.6;224.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163606.303;20180524-163607.000;33.647084;-117.842162;3;278.6;268.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163606.805;20180524-163608.000;33.647084;-117.842162;3;280.4;339.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163607.302;20180524-163608.000;33.647084;-117.842162;3;280.4;277.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163607.803;20180524-163609.000;33.647084;-117.842162;3;284;326.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163608.304;20180524-163609.000;33.647084;-117.842162;3;284;280;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163608.807;20180524-163610.000;33.647084;-117.842162;4;284.2;312.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163609.306;20180524-163610.000;33.647084;-117.842162;4;284.2;276.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163609.824;20180524-163611.000;33.647084;-117.842162;4;283.4;336.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163610.326;20180524-163611.000;33.647084;-117.842162;4;283.4;290.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163610.820;20180524-163612.000;33.647084;-117.842162;3;283.1;2.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163611.326;20180524-163612.000;33.647084;-117.842162;3;283.1;281.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163611.823;20180524-163613.000;33.647084;-117.842162;3;282.9;18.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163612.327;20180524-163613.000;33.647084;-117.842162;3;282.9;264.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163612.809;20180524-163614.000;33.647084;-117.842162;3;279.2;47.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163613.315;20180524-163614.000;33.647084;-117.842162;3;279.2;213.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163613.814;20180524-163615.000;33.647084;-117.842162;4;276.5;105.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163614.313;20180524-163615.000;33.647084;-117.842162;4;276.5;245.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163614.813;20180524-163616.000;33.647084;-117.842162;3;268.6;37.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163615.317;20180524-163616.000;33.647084;-117.842162;3;268.6;265.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163615.818;20180524-163617.000;33.647084;-117.842162;3;255.6;191.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163616.315;20180524-163617.000;33.647084;-117.842162;3;255.6;23.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163616.816;20180524-163618.000;33.647084;-117.842162;3;238.4;293.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163617.319;20180524-163618.000;33.647084;-117.842162;3;238.4;16;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163617.836;20180524-163619.000;33.647084;-117.842162;3;222.1;339.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163618.338;20180524-163619.000;33.647084;-117.842162;3;222.1;22.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163618.837;20180524-163620.000;33.647084;-117.842162;3;208.7;340.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163619.337;20180524-163620.000;33.647084;-117.842162;3;208.7;87.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163619.823;20180524-163621.000;33.647084;-117.842162;3;202.6;248.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163620.320;20180524-163621.000;33.647084;-117.842162;3;202.6;16.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163620.841;20180524-163622.000;33.647084;-117.842162;3;208.6;288.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163621.342;20180524-163622.000;33.647084;-117.842162;3;208.6;332.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163621.837;20180524-163623.000;33.647084;-117.842162;3;214.5;286.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163622.343;20180524-163623.000;33.647084;-117.842162;3;214.5;184.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163622.834;20180524-163624.000;33.647084;-117.842162;3;216.7;198.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163623.327;20180524-163624.000;33.647084;-117.842162;3;216.7;197.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163623.848;20180524-163625.000;33.647084;-117.842162;3;219.4;210.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163624.345;20180524-163625.000;33.647084;-117.842162;3;219.4;210.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163624.827;20180524-163626.000;33.647084;-117.842162;3;211.5;210.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163625.331;20180524-163626.000;33.647084;-117.842162;3;211.5;201;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163625.831;20180524-163627.000;33.647084;-117.842162;3;205.8;217.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163626.332;20180524-163627.000;33.647084;-117.842162;3;205.8;110.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163626.831;20180524-163628.000;33.647084;-117.842162;3;205.8;197;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163627.331;20180524-163628.000;33.647084;-117.842162;3;205.8;145.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163627.835;20180524-163629.000;33.647084;-117.842162;3;208.1;204.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163628.336;20180524-163629.000;33.647084;-117.842162;3;208.1;127.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163628.840;20180524-163630.000;33.647084;-117.842162;3;205.3;215.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163629.366;20180524-163630.000;33.647084;-117.842162;3;205.3;167.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163629.836;20180524-163631.000;33.647084;-117.842162;3;206.6;220.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163630.338;20180524-163631.000;33.647084;-117.842162;3;206.6;141.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163630.837;20180524-163632.000;33.647084;-117.842162;3;203.4;196.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163631.338;20180524-163632.000;33.647084;-117.842162;3;203.4;222.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163631.856;20180524-163633.000;33.647084;-117.842162;3;197.4;178.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163632.357;20180524-163633.000;33.647084;-117.842162;3;197.4;97.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163632.857;20180524-163634.000;33.647084;-117.842162;3;195.6;212.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163633.360;20180524-163634.000;33.647084;-117.842162;3;195.6;157.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163633.860;20180524-163635.000;33.647084;-117.842162;3;194.1;201.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163634.361;20180524-163635.000;33.647084;-117.842162;3;194.1;26.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163634.859;20180524-163636.000;33.647084;-117.842162;3;195.9;204.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163635.358;20180524-163636.000;33.647084;-117.842162;3;195.9;93;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163635.846;20180524-163637.000;33.647084;-117.842162;3;193.2;210.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163636.342;20180524-163637.000;33.647084;-117.842162;3;193.2;158.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
